infected,suceptible,removed
1044,3286,720
1047,3283,720
1048,3281,721
1050,3277,723
1049,3276,725
1049,3274,727
1047,3274,729
1052,3269,729
1051,3268,731
1054,3265,731
1056,3262,732
1056,3260,734
1056,3260,734
1059,3257,734
1060,3256,734
1059,3255,736
1059,3253,738
1058,3251,741
1060,3248,742
1065,3243,742
1064,3243,743
1065,3241,744
1069,3237,744
1070,3235,745
1072,3231,747
1076,3226,748
1081,3221,748
1082,3219,749
1083,3218,749
1087,3214,749
1089,3212,749
1089,3210,751
1096,3203,751
1096,3202,752
1096,3201,753
1097,3199,754
1100,3196,754
1097,3195,758
1098,3194,758
1095,3193,762
1096,3192,762
1096,3192,762
1096,3192,762
1098,3190,762
1104,3183,763
1106,3179,765
1108,3176,766
1109,3174,767
1112,3171,767
1115,3168,767
1113,3166,771
1113,3166,771
1113,3166,771
1117,3162,771
1116,3162,772
1116,3162,772
1117,3160,773
1119,3156,775
1120,3153,777
1121,3150,779
1118,3150,782
1120,3148,782
1122,3145,783
1123,3144,783
1125,3141,784
1128,3138,784
1128,3136,786
1129,3133,788
1126,3133,791
1125,3133,792
1124,3132,794
1123,3132,795
1122,3130,798
1122,3129,799
1123,3127,800
1124,3124,802
1126,3121,803
1127,3119,804
1128,3118,804
1127,3116,807
1129,3114,807
1133,3108,809
1135,3105,810
1136,3103,811
1138,3098,814
1138,3095,817
1139,3093,818
1138,3092,820
1139,3090,821
1140,3088,822
1139,3087,824
1141,3084,825
1144,3080,826
1145,3079,826
1146,3077,827
1146,3076,828
1147,3074,829
1151,3068,831
1151,3067,832
1150,3066,834
1150,3065,835
1152,3061,837
1157,3056,837
1156,3056,838
1157,3055,838
1159,3053,838
1157,3052,841
1159,3050,841
1160,3049,841
1163,3046,841
1164,3044,842
1166,3042,842
1166,3042,842
1166,3041,843
1168,3039,843
1168,3038,844
1170,3036,844
1170,3035,845
1171,3033,846
1174,3029,847
1174,3027,849
1172,3027,851
1173,3025,852
1173,3023,854
1176,3020,854
1177,3018,855
1178,3017,855
1177,3017,856
1177,3016,857
1177,3015,858
1177,3014,859
1177,3013,860
1176,3013,861
1176,3012,862
1176,3011,863
1178,3009,863
1177,3006,867
1175,3006,869
1176,3003,871
1177,3001,872
1178,3000,872
1179,2997,874
1182,2994,874
1183,2992,875
1180,2992,878
1180,2990,880
1182,2988,880
1184,2986,880
1183,2985,882
1182,2982,886
1183,2980,887
1182,2978,890
1182,2976,892
1183,2974,893
1184,2972,894
1185,2971,894
1190,2966,894
1192,2964,894
1192,2962,896
1195,2959,896
1197,2956,897
1194,2955,901
1196,2952,902
1196,2950,904
1195,2948,907
1195,2948,907
1197,2945,908
1198,2942,910
1196,2942,912
1194,2941,915
1195,2940,915
1195,2940,915
1199,2936,915
1200,2934,916
1199,2934,917
1200,2932,918
1200,2931,919
1201,2929,920
1201,2927,922
1200,2927,923
