infected,suceptible,removed
118,2960,1972
118,2960,1972
118,2960,1972
119,2959,1972
119,2959,1972
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
118,2959,1973
117,2959,1974
118,2958,1974
118,2958,1974
118,2958,1974
118,2958,1974
118,2958,1974
117,2958,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
118,2957,1975
119,2956,1975
120,2955,1975
120,2955,1975
121,2954,1975
121,2954,1975
121,2954,1975
121,2954,1975
121,2954,1975
121,2954,1975
121,2954,1975
121,2954,1975
122,2953,1975
122,2953,1975
122,2953,1975
122,2953,1975
122,2953,1975
122,2953,1975
122,2953,1975
122,2953,1975
122,2953,1975
121,2953,1976
122,2952,1976
122,2952,1976
122,2952,1976
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
121,2952,1977
120,2952,1978
120,2952,1978
120,2952,1978
120,2952,1978
120,2952,1978
120,2952,1978
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
119,2952,1979
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
